long_url,short_url
https://frconor-ebook.github.io/meditations/homilies/presence-of-god/,https://tinyurl.com/frcmed-pg-transcript
https://frconor-ebook.github.io/meditations/homilies/pro-active-love/,https://tinyurl.com/frcmed-pal-transcript
https://frconor-ebook.github.io/meditations/homilies/professional-prestige/,https://tinyurl.com/frcmed-propre-transcript
https://frconor-ebook.github.io/meditations/homilies/purity-of-soul/,https://tinyurl.com/frcmed-pos-transcript
https://frconor-ebook.github.io/meditations/homilies/purity-of-the-heart/,https://tinyurl.com/frcmed-poth-transcript
https://frconor-ebook.github.io/meditations/homilies/reading-the-signs/,https://tinyurl.com/frcmed-rts-transcript
https://frconor-ebook.github.io/meditations/homilies/render-unto-caesar/,https://tinyurl.com/frcmed-ruc-transcript
https://frconor-ebook.github.io/meditations/homilies/rich-before-god/,https://tinyurl.com/frcmed-rbg-transcript
https://frconor-ebook.github.io/meditations/homilies/salt-that-has-lost-its-savor/,https://tinyurl.com/frcmed-its-transcript
https://frconor-ebook.github.io/meditations/homilies/salt-and-light/,https://tinyurl.com/frcmed-sal-transcript
https://frconor-ebook.github.io/meditations/homilies/seed-and-grace/,https://tinyurl.com/frcmed-sadg-transcript
https://frconor-ebook.github.io/meditations/homilies/seeing-christ-in-illness/,https://tinyurl.com/frcmed-sci-transcript
https://frconor-ebook.github.io/meditations/homilies/self-lovethe-enemy/,https://tinyurl.com/frcmed-sle-transcript
https://frconor-ebook.github.io/meditations/homilies/self-denial/,https://tinyurl.com/frcmed-sd-transcript
https://frconor-ebook.github.io/meditations/homilies/serving-one-master/,https://tinyurl.com/frcmed-som-transcript
https://frconor-ebook.github.io/meditations/homilies/sick-and-you-visited-me/,https://tinyurl.com/frcmed-suy-transcript
https://frconor-ebook.github.io/meditations/homilies/simeon-and-anna/,https://tinyurl.com/frcmed-sa-transcript
https://frconor-ebook.github.io/meditations/homilies/sin-of-pridethe-elder-son/,https://tinyurl.com/frcmed-son-transcript
https://frconor-ebook.github.io/meditations/homilies/sincerity-love-for-truth/,https://tinyurl.com/frcmed-slft-transcript
https://frconor-ebook.github.io/meditations/homilies/souls-of-prayer/,https://tinyurl.com/frcmed-sop-transcript
https://frconor-ebook.github.io/meditations/homilies/sparrows/,https://tinyurl.com/frcmed-spar-transcript
https://frconor-ebook.github.io/meditations/homilies/spirit-of-service/,https://tinyurl.com/frcmed-sos-transcript
https://frconor-ebook.github.io/meditations/homilies/spiritual-childhood/,https://tinyurl.com/frcmed-sc-transcript
https://frconor-ebook.github.io/meditations/homilies/st-andrew/,https://tinyurl.com/frcmed-stan-transcript
https://frconor-ebook.github.io/meditations/homilies/st-catherine-of-siena/,https://tinyurl.com/frcmed-stcat-transcript
https://frconor-ebook.github.io/meditations/homilies/st-francis-xavier/,https://tinyurl.com/frcmed-stfx-transcript
https://frconor-ebook.github.io/meditations/homilies/st-francis-of-assisi/,https://tinyurl.com/frcmed-stfran-transcript
https://frconor-ebook.github.io/meditations/homilies/st-joachim-and-st-anne/,https://tinyurl.com/frcmed-stjo-transcript
https://frconor-ebook.github.io/meditations/homilies/st-john/,https://tinyurl.com/frcmed-stjohn-transcript
https://frconor-ebook.github.io/meditations/homilies/st-john-henry-newman-on-friendship/,https://tinyurl.com/frcmed-sjhnistoolon-transcript
https://frconor-ebook.github.io/meditations/homilies/st-john-mary-vianney/,https://tinyurl.com/frcmed-stjohnbecome-transcript
https://frconor-ebook.github.io/meditations/homilies/st-john-paul-ii/,https://tinyurl.com/frcmed-jpii-transcript
https://frconor-ebook.github.io/meditations/homilies/st-josemaría-escrivá-feast-june-26th/,https://tinyurl.com/frcmed-stjoefeb-transcript
https://frconor-ebook.github.io/meditations/homilies/st-joseph-in-the-incarnation-pope-francis/,https://tinyurl.com/frcmed-stjoepopefra-transcript
https://frconor-ebook.github.io/meditations/homilies/st-joseph-the-workermay-1/,https://tinyurl.com/frcmed-stjoemay-transcript
https://frconor-ebook.github.io/meditations/homilies/st-luke/,https://tinyurl.com/frcmed-stluke-transcript
https://frconor-ebook.github.io/meditations/homilies/st-mark/,https://tinyurl.com/frcmed-stmarksm-transcript
https://frconor-ebook.github.io/meditations/homilies/st-matthew/,https://tinyurl.com/frcmed-stmat-transcript
https://frconor-ebook.github.io/meditations/homilies/st-monica/,https://tinyurl.com/frcmed-stmonicabeco-transcript
https://frconor-ebook.github.io/meditations/homilies/st-nicholas-of-bari/,https://tinyurl.com/frcmed-stnick-transcript
https://frconor-ebook.github.io/meditations/homilies/st-patrick-march-17th/,https://tinyurl.com/frcmed-stpat-transcript
https://frconor-ebook.github.io/meditations/homilies/st-peter-and-st-paul/,https://tinyurl.com/frcmed-stp-transcript
https://frconor-ebook.github.io/meditations/homilies/st-philip-and-st-jamesmay-3/,https://tinyurl.com/frcmed-stphilipjame-transcript
https://frconor-ebook.github.io/meditations/homilies/st-severinus-unity/,https://tinyurl.com/frcmed-stu-transcript
https://frconor-ebook.github.io/meditations/homilies/st-simon-and-st-jude/,https://tinyurl.com/frcmed-stsimonjude-transcript
https://frconor-ebook.github.io/meditations/homilies/st-teresa-benedicta-of-the-cross-edith-stein/,https://tinyurl.com/frcmed-edstein-transcript
https://frconor-ebook.github.io/meditations/homilies/st-thomas/,https://tinyurl.com/frcmed-stthom-transcript
https://frconor-ebook.github.io/meditations/homilies/st-thomas-more/,https://tinyurl.com/frcmed-stm-transcript
https://frconor-ebook.github.io/meditations/homilies/sts-martha-mary-and-lazarus/,https://tinyurl.com/frcmed-stmarthaetc-transcript
https://frconor-ebook.github.io/meditations/homilies/taking-advantage-of-the-means-of-formation/,https://tinyurl.com/frcmed-tof-transcript
https://frconor-ebook.github.io/meditations/homilies/temperance/,https://tinyurl.com/frcmed-temp-transcript
https://frconor-ebook.github.io/meditations/homilies/thanksgiving/,https://tinyurl.com/frcmed-tgiving-transcript
https://frconor-ebook.github.io/meditations/homilies/thanksgiving-after-mass/,https://tinyurl.com/frcmed-tgm-transcript
https://frconor-ebook.github.io/meditations/homilies/the-anniversary-of-pope-franciss-election/,https://tinyurl.com/frcmed-popeelection-transcript
https://frconor-ebook.github.io/meditations/homilies/the-anniversary-of-the-election-of-don-fernando-ocáriz-as-the-prelate-of-opus-dei/,https://tinyurl.com/frcmed-opdeiprel-transcript
https://frconor-ebook.github.io/meditations/homilies/the-anniversary-of-the-establishment-of-the-prelature--nov-28th/,https://tinyurl.com/frcmed-nov-transcript
https://frconor-ebook.github.io/meditations/homilies/the-anniversary-of-the-women-of-the-prelature/,https://tinyurl.com/frcmed-annivwomenpr-transcript
https://frconor-ebook.github.io/meditations/homilies/the-annunciation/,https://tinyurl.com/frcmed-annun-transcript
https://frconor-ebook.github.io/meditations/homilies/the-annunciation-advent/,https://tinyurl.com/frcmed-annunadv-transcript
https://frconor-ebook.github.io/meditations/homilies/the-apostolate-of-confession/,https://tinyurl.com/frcmed-aoc-transcript
https://frconor-ebook.github.io/meditations/homilies/the-apostolate-of-the-home/,https://tinyurl.com/frcmed-oth-transcript
https://frconor-ebook.github.io/meditations/homilies/the-archangels/,https://tinyurl.com/frcmed-archs-transcript
